,Co,Ni,W,Al,Cr,Fe,Ti,Cu,structure,volume,bandgap,natoms,ntypes,energy,crystal_structure,crystal_system
600,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,P42/mnm,329.267,0.0,30,2,0.1173341093333334,P,tetragonal
601,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,P42/mnm,327.805,0.0,30,2,0.0834327493333328,P,tetragonal
602,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,R-3m,142.619,0.0,13,2,0.1505779084615393,R,trigonal
603,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,R-3m,146.073,0.0,13,2,0.1795521961538465,R,trigonal
604,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,R-3m,141.537,0.0,13,2,0.1304491523076927,R,trigonal
605,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,P42/mnm,325.662,0.0,30,2,0.0980628696666675,P,tetragonal
606,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,P42/mnm,329.419,0.0,30,2,0.1288702630000008,P,tetragonal
607,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,P42/mnm,328.992,0.0,30,2,0.0902372410000007,P,tetragonal
608,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,R-3m,143.26,0.0,13,2,0.1419450576923078,R,trigonal
609,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,R-3m,140.194,0.0,13,2,0.1911185169230768,R,trigonal
610,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,R-3m,143.312,0.0,13,2,0.1720094715384623,R,trigonal
611,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pm-3m,21.5335,0.0,2,2,-0.0333419150000003,P,cubic
612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pm-3m,21.4608,0.0,2,2,-0.0298668700000002,P,cubic
613,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pm-3m,22.7543,0.0,2,2,-0.0649821350000002,P,cubic
614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,R-3m,22.343,0.0,2,2,0.0523269700000002,R,trigonal
615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,P4/mmm,22.2855,0.0,2,2,0.0397683999999998,P,tetragonal
616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Fm-3m,25.0807,0.0,2,2,0.69245585,F,cubic
617,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pmma,44.6939,0.0,4,2,-0.056279945,P,orthorhombic
618,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,F-43m,28.5288,0.0,2,2,1.266564835,F,cubic
619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,P63mc,57.0608,0.0,4,2,1.27362287,P,hexagonal
620,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,P-6m2,22.392,0.0,2,2,0.100471535,P,hexagonal
621,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pm-3m,22.579,0.0,2,2,-0.0633247950000006,P,cubic
622,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Pm-3m,181.164,0.0,16,2,-0.0120968200000018,P,cubic
623,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Fd-3m,68.8093,0.0,6,2,0.1973752516666659,F,cubic
624,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,I4/mmm,45.9157,0.0,4,2,0.0734188799999993,I,tetragonal
625,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Fm-3m,45.4708,0.0,4,2,-0.0466873525000011,F,cubic
626,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,P63/mmc,80.4057,0.0,8,2,0.112810264999999,P,hexagonal
627,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Pm-3m,41.9538,0.0,4,2,0.134441785,P,cubic
628,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,P4/mmm,45.5971,0.0,4,2,-0.0507682550000013,P,tetragonal
629,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Im-3m,91.0089,0.0,8,2,-0.0263514600000008,I,cubic
630,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,P6/mmm,118.9,0.0,9,2,0.8360555122222214,P,hexagonal
631,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,P42/mnm,78.5093,0.0,6,2,1.055334855,P,tetragonal
632,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Fd-3m,69.2339,0.0,6,2,0.0971764699999996,F,cubic
633,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,R-3c,122.412,0.0,10,2,0.399843652,R,trigonal
634,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,P-3m1,102.639,0.0,9,2,-0.0437106633333333,P,trigonal
635,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Fm-3m,44.2818,0.0,4,2,0.2279339325,F,cubic
636,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,P63/mmc,86.9324,0.0,8,2,0.0271328625000002,P,hexagonal
637,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pm-3m,43.5739,0.0,4,2,0.0019705899999999,P,cubic
638,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,I4/mmm,43.729,0.0,4,2,0.0090482075000002,I,tetragonal
639,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,P4/mmm,182.519,0.0,16,2,-0.0386719362499992,P,tetragonal
640,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Im-3m,91.0557,0.0,8,2,-0.06758158375,I,cubic
641,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,I4/mmm,100.228,0.0,9,2,0.0466342288888894,I,tetragonal
642,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,P4/mmm,182.426,0.0,16,2,-0.060378629375001,P,tetragonal
643,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,R-3m,149.713,0.0,13,2,0.0511259176923077,R,trigonal
644,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Pm-3m,182.336,0.0,16,2,-0.066986058124999,P,cubic
645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pm-3m,25.5441,0.0,2,2,-0.409688401893131,P,cubic
646,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pm-3m,26.0499,0.0,2,2,-0.419804111893131,P,cubic
647,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmmn,50.5494,0.0,4,2,-0.281966179393132,P,orthorhombic
648,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmmn,103.193,0.0,8,2,-0.196527923143131,P,orthorhombic
649,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmm2,103.758,0.0,8,2,-0.263400300643132,P,orthorhombic
650,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Amm2,130.062,0.0,10,2,-0.206827894893132,A,orthorhombic
651,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Amm2,103.452,0.0,8,2,-0.022609989393132,A,orthorhombic
652,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pbcm,105.955,0.0,8,2,-0.205241959393132,P,orthorhombic
653,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P21/m,101.174,0.0,8,2,-0.211715991893132,P,monoclinic
654,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P21/m,156.176,0.0,12,2,-0.256095796059798,P,monoclinic
655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pm,155.879,0.0,12,2,-0.146593325226466,P,monoclinic
656,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmc21,156.913,0.0,12,2,-0.230102087726465,P,orthorhombic
657,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pm,155.041,0.0,12,2,-0.364785517726465,P,monoclinic
658,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,R-3m,26.8225,0.0,2,2,-0.123261141893131,R,trigonal
659,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P4/mmm,25.9526,0.0,2,2,-0.390204241893132,P,tetragonal
660,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmmn,208.545,0.0,16,2,-0.168595985018132,P,orthorhombic
661,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmm2,210.464,0.0,16,2,-0.258285239393132,P,orthorhombic
662,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmm2,206.086,0.0,16,2,-0.136319843143132,P,orthorhombic
663,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fm-3m,28.056,0.0,2,2,0.024112623106868,F,cubic
664,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmma,52.1113,0.0,4,2,-0.407440849393132,P,orthorhombic
665,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,F-43m,36.0441,0.0,2,2,0.827360148106869,F,cubic
666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,66.2968,0.0,4,2,0.371529908106869,P,hexagonal
667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P-6m2,26.7339,0.0,2,2,-0.0696768518931314,P,hexagonal
668,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pmma,51.6625,0.0,4,2,-0.406234379393132,P,orthorhombic
669,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P-6m2,26.4393,0.0,2,2,-0.0676165718931321,P,hexagonal
670,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P4/mmm,25.7606,0.0,2,2,-0.417258601893132,P,tetragonal
671,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P4/mmm,25.6388,0.0,2,2,-0.4117902318931321,P,tetragonal
672,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P4/mmm,25.8483,0.0,2,2,-0.4177576518931314,P,tetragonal
673,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,165.634,0.0,12,2,0.090649966440201,P,hexagonal
674,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,156.947,0.0,12,2,-0.3749346243931318,P,hexagonal
675,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cmcm,164.88,0.0,12,2,0.0933073147735352,C,orthorhombic
676,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cmcm,156.74,0.0,12,2,-0.368931656059799,C,orthorhombic
677,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,312.514,0.0,24,2,-0.3764674739764651,P,hexagonal
678,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,324.256,0.0,24,2,0.1033995943568679,P,hexagonal
679,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,R-3m,219.23,0.0,13,2,0.0205733565049858,R,trigonal
680,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Fd-3m,87.2214,0.0,6,2,0.368020027475824,F,cubic
681,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Amm2,86.1699,0.0,6,2,-0.112073317524176,A,orthorhombic
682,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cmcm,168.098,0.0,12,2,-0.335124471690842,C,orthorhombic
683,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Pmmn,168.74,0.0,12,2,-0.312817774190843,P,orthorhombic
684,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Pmmn,171.959,0.0,12,2,-0.162182786690842,P,orthorhombic
685,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Pmmn,167.996,0.0,12,2,-0.312638136690842,P,orthorhombic
686,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Fd-3m,348.383,0.0,24,2,-0.329026864190843,F,cubic
687,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Pm,339.913,0.0,24,2,-0.122326282940842,P,monoclinic
688,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,I4/mmm,42.7576,0.0,3,2,-0.33617472585751,I,tetragonal
689,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Fm-3m,47.9094,0.0,3,2,-0.0840402391908424,F,cubic
690,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Fd-3m,86.2197,0.0,6,2,0.3558539991424905,F,cubic
691,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P63/mmc,171.105,0.0,12,2,0.3292832658091574,P,hexagonal
692,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cmcm,172.835,0.0,12,2,-0.3185533716908419,C,orthorhombic
693,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cmcm,172.883,0.0,12,2,-0.3074115441908418,C,orthorhombic
694,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P63/mmc,348.932,0.0,24,2,0.3372596353924907,P,hexagonal
695,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P63/mmc,352.877,0.0,24,2,-0.0286681575241753,P,hexagonal
696,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,432.587,0.0,30,2,-0.2179804401908417,P,tetragonal
697,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,418.076,0.0,30,2,-0.2803752008575079,P,tetragonal
698,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,441.773,0.0,30,2,-0.1403782968575086,P,tetragonal
699,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P63/mmc,351.751,0.0,24,2,-0.030853602940842,P,hexagonal
700,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Fd-3m,87.247,0.0,6,2,0.353410069142491,F,cubic
701,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,I4/mmm,58.5957,0.0,4,2,-0.103418675339698,I,tetragonal
702,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Fm-3m,58.7519,0.0,4,2,-0.131090840339698,F,cubic
703,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P21/m,116.816,0.0,8,2,-0.209567081589698,P,monoclinic
704,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Pmmn,117.243,0.0,8,2,-0.101748590339698,P,orthorhombic
705,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P21/m,117.187,0.0,8,2,-0.207903949089698,P,monoclinic
706,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P63/mmc,119.685,0.0,8,2,-0.0883660190896984,P,hexagonal
707,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Pm-3m,59.6258,0.0,4,2,-0.071278435339698,P,cubic
708,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Pm-3n,116.799,0.0,8,2,-0.206843239089698,P,cubic
709,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,I4/mmm,59.6094,0.0,4,2,-0.1044143103396981,I,tetragonal
710,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,I4/mmm,59.6098,0.0,4,2,-0.1044110753396978,I,tetragonal
711,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P63/mmc,364.253,0.0,24,2,-0.1031137270063631,P,hexagonal
712,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,I41/amd,166.03,0.0,10,2,-0.0284698240290112,I,tetragonal
713,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,P42/mnm,458.811,0.0,30,2,-0.0095214486956772,P,tetragonal
714,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Amm2,93.5412,0.0,6,2,-0.0319564814885531,A,orthorhombic
715,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,P63/mmc,189.727,0.0,12,2,-0.1518822331552189,P,hexagonal
716,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Cmcm,189.68,0.0,12,2,-0.1552848906552194,C,orthorhombic
717,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,P63/mmc,384.402,0.0,24,2,0.2544913668447807,P,hexagonal
718,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,P63/mmc,382.616,0.0,24,2,0.251680556428114,P,hexagonal
719,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,P63/mmc,379.79,0.0,24,2,-0.1502436648218861,P,hexagonal
720,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,R-3m,155.649,0.0,13,2,-0.0758363777968294,R,trigonal
721,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,R-3m,154.345,0.0,13,2,-0.1083897070275991,R,trigonal
722,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,R-3m,155.825,0.0,13,2,-0.0829501501045218,R,trigonal
723,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,R-3m,151.528,0.0,13,2,-0.0365723421209622,R,trigonal
724,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,R-3m,151.682,0.0,13,2,-0.0051509951978855,R,trigonal
725,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,R-3m,150.593,0.0,13,2,-0.1018395782748091,R,trigonal
726,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,P42/mnm,352.572,0.0,30,2,-0.0884062303430028,P,tetragonal
727,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,P42/mnm,358.072,0.0,30,2,-0.1328797046763355,P,tetragonal
728,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,P42/mnm,356.288,0.0,30,2,-0.1826850346763355,P,tetragonal
729,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,R-3m,147.816,0.0,13,2,0.0530369858625957,R,trigonal
730,12.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,I-43m,402.459,0.0,29,2,-0.1310650232540171,I,cubic
731,12.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,I-43m,392.442,0.0,29,2,-0.3006227770471202,I,cubic
732,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,I-43m,394.384,0.0,29,2,-0.0979427272613867,I,cubic
733,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,I-43m,386.922,0.0,29,2,-0.3037088931234564,I,cubic
734,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,340.564,0.0,30,2,-0.0957070335048352,P,tetragonal
735,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P42/mnm,334.333,0.0,30,2,0.0215901280809163,P,tetragonal
736,16.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,I-43m,374.611,0.0,29,2,-0.0553489758352215,I,cubic
737,16.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,I-43m,368.44,0.0,29,2,-0.2419401203179798,I,cubic
738,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,I-43m,366.625,0.0,29,2,-0.1889095846701785,I,cubic
739,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,I-43m,367.44,0.0,29,2,-0.0061833350150056,I,cubic
740,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fd-3m,72.3342,0.0,6,2,-0.323577341262087,F,cubic
741,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,288.717,0.0,24,2,-0.325654582928754,P,hexagonal
742,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P42/mnm,85.6669,0.0,6,2,0.852337388737913,P,tetragonal
743,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fm-3m,41.6966,0.0,3,2,0.309998142071246,F,cubic
744,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fd-3m,72.0253,0.0,6,2,-0.3227751629287532,F,cubic
745,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,145.1,0.0,12,2,-0.3307676829287539,P,hexagonal
746,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cmcm,150.632,0.0,12,2,-0.0166734254287537,C,orthorhombic
747,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cmcm,151.248,0.0,12,2,-0.0136403504287538,C,orthorhombic
748,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,295.703,0.0,24,2,-0.1650435412620865,P,hexagonal
749,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,296.093,0.0,24,2,-0.1832899270954205,P,hexagonal
750,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,287.606,0.0,24,2,-0.3255724204287536,P,hexagonal
751,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P42/mnm,364.085,0.0,30,2,-0.2562469319287535,P,tetragonal
752,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P42/mnm,364.014,0.0,30,2,-0.093869263262087,P,tetragonal
753,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pnma,144.644,0.0,12,2,-0.109099013762087,P,orthorhombic
754,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P42/mnm,369.599,0.0,30,2,-0.0848196895954203,P,tetragonal
755,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fd-3m,72.0585,0.0,6,2,-0.322872627928754,F,cubic
756,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,R-3m,209.648,0.0,13,2,0.2084820114116238,R,trigonal
757,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,R-3m,213.141,0.0,13,2,0.1537051152577777,R,trigonal
758,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,R-3m,212.706,0.0,13,2,0.1474204998731614,R,trigonal
759,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,P42/mnm,473.692,0.0,30,2,0.0268288603852378,P,tetragonal
760,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,R-3c,146.788,0.0,10,2,-0.0965561552717588,R,trigonal
761,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P42/mnm,412.949,0.0,30,2,-0.0274813912717576,P,tetragonal
762,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P42/mnm,410.777,0.0,30,2,-0.063446818938425,P,tetragonal
763,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,P42/mnm,407.463,0.0,30,2,-0.2571114629384245,P,tetragonal
764,24.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,I-43m,332.144,0.0,29,2,-0.173290344445907,I,cubic
765,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,I-43m,324.104,0.0,29,2,-0.1422341308670701,I,cubic
766,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I-43m,316.653,0.0,29,2,-0.0133516325443536,I,cubic
767,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pm-3m,44.3883,0.0,4,2,-0.262194213446565,P,cubic
768,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pm-3m,46.1451,0.0,4,2,-0.268240958446565,P,cubic
769,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I4/mmm,46.6286,0.0,4,2,-0.173595365946565,I,tetragonal
770,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fm-3m,47.1378,0.0,4,2,-0.0442957134465649,F,cubic
771,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,90.6322,0.0,8,2,-0.234191150946566,P,hexagonal
772,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I4/mmm,46.5315,0.0,4,2,-0.2192817209465651,I,tetragonal
773,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I4/mmm,46.11,0.0,4,2,-0.2170717159465649,I,tetragonal
774,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,297.252,0.0,24,2,0.2185761665534341,P,hexagonal
775,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,295.08,0.0,24,2,0.2020982515534347,P,hexagonal
776,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,R-3m,206.289,0.0,13,2,0.0943990609336428,R,trigonal
777,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,R-3m,201.009,0.0,13,2,0.0340847340105658,R,trigonal
778,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,R-3m,200.616,0.0,13,2,0.0048723101644124,R,trigonal
779,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,367.338,0.0,30,2,-0.1895256978478386,P,tetragonal
780,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,365.125,0.0,30,2,-0.1815934328478382,P,tetragonal
781,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,P42/mnm,374.426,0.0,30,2,-0.2608144415145053,P,tetragonal
782,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,P63/m,190.28,0.0,14,2,-0.324761576449294,P,hexagonal
783,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Pm,194.426,0.0,14,2,-0.146915010735007,P,monoclinic
784,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Cmcm,224.787,0.0,16,2,-0.325568351116415,C,orthorhombic
785,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P42/mnm,351.045,0.0,30,2,-0.0775139134239197,P,tetragonal
786,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,P42/mnm,450.53,0.0,30,2,-0.1307225051099266,P,tetragonal
787,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,P42/mnm,435.732,0.0,30,2,-0.2604453237765928,P,tetragonal
788,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,P42/mnm,439.923,0.0,30,2,-0.0300150014432593,P,tetragonal
789,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,I-43m,462.476,0.0,29,2,0.1182637474256345,I,cubic
790,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,R-3m,187.867,0.0,13,2,0.2155047896864335,R,trigonal
791,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,R-3m,187.202,0.0,13,2,0.2582880673787407,R,trigonal
792,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,R-3m,199.155,0.0,13,2,0.123497151224895,R,trigonal
793,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,142.361,0.0,12,2,0.0331771035356235,P,hexagonal
794,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cmcm,140.76,0.0,12,2,0.02150043770229,C,orthorhombic
795,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,281.307,0.0,24,2,-0.1224140985477101,P,hexagonal
796,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,280.793,0.0,24,2,-0.1046465047977101,P,hexagonal
797,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,P63/mmc,283.531,0.0,24,2,0.0264150831189565,P,hexagonal
798,5.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,I-43m,454.969,0.0,29,2,0.1473252030734362,I,cubic
799,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,P63/mmc,330.213,0.0,24,2,-0.1731586688753215,P,hexagonal
800,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,P63/mmc,333.645,0.0,24,2,-0.0057570330419878,P,hexagonal
