,cubic,orthorhombic,trigonal,hexagonal,tetragonal,monoclinic,triclinic
184,1.355298788,1.378487353,1.353233144,1.360500219,1.357277267,1.354157665,1.358723387
185,1.355298788,1.378487353,1.355826255,1.360500219,1.357277267,1.354157665,1.358723387
186,1.355298788,1.378487353,1.355826255,1.360500219,1.357277267,1.361807685,1.358723387
187,1.358338127,1.378487353,1.355826255,1.360500219,1.357277267,1.361807685,1.358723387
188,1.358338127,1.378487353,1.358309959,1.360500219,1.357277267,1.361807685,1.358723387
189,1.358338127,1.378487353,1.358309959,1.360500219,1.367142359,1.361807685,1.358723387
190,1.358338127,1.378487353,1.360525017,1.360500219,1.367142359,1.361807685,1.358723387
191,1.361200008,1.378487353,1.360525017,1.360500219,1.367142359,1.361807685,1.358723387
192,1.361200008,1.378487353,1.360525017,1.360500219,1.367142359,1.361807685,1.369177829
193,1.361200008,1.378487353,1.360525017,1.365544522,1.367142359,1.361807685,1.369177829
194,1.361200008,1.378487353,1.362693878,1.365544522,1.367142359,1.361807685,1.369177829
195,1.363401171,1.378487353,1.362693878,1.365544522,1.367142359,1.361807685,1.369177829
196,1.363401171,1.378487353,1.362693878,1.365544522,1.367142359,1.369388781,1.369177829
197,1.363401171,1.378487353,1.364716637,1.365544522,1.367142359,1.369388781,1.369177829
198,1.366336286,1.378487353,1.364716637,1.365544522,1.367142359,1.369388781,1.369177829
199,1.366336286,1.378487353,1.366730229,1.365544522,1.367142359,1.369388781,1.369177829
200,1.366336286,1.378487353,1.366730229,1.370026196,1.367142359,1.369388781,1.369177829
201,1.369549211,1.378487353,1.366730229,1.370026196,1.367142359,1.369388781,1.369177829
202,1.369549211,1.378487353,1.368559568,1.370026196,1.367142359,1.369388781,1.369177829
203,1.369549211,1.378487353,1.368559568,1.370026196,1.371797581,1.369388781,1.369177829
204,1.369549211,1.378487353,1.370309961,1.370026196,1.371797581,1.369388781,1.369177829
205,1.369549211,1.378487353,1.370309961,1.370026196,1.371797581,1.369388781,1.390628832
206,1.369549211,1.378487353,1.370309961,1.370026196,1.371797581,1.376012083,1.390628832
207,1.372675206,1.378487353,1.370309961,1.370026196,1.371797581,1.376012083,1.390628832
208,1.372675206,1.378487353,1.370309961,1.373991628,1.371797581,1.376012083,1.390628832
209,1.372675206,1.378487353,1.372057007,1.373991628,1.371797581,1.376012083,1.390628832
210,1.372675206,1.378487353,1.372057007,1.373991628,1.375331765,1.376012083,1.390628832
211,1.372675206,1.378487353,1.37326678,1.373991628,1.375331765,1.376012083,1.390628832
212,1.375519026,1.378487353,1.37326678,1.373991628,1.375331765,1.376012083,1.390628832
213,1.375519026,1.378487353,1.374865465,1.373991628,1.375331765,1.376012083,1.390628832
214,1.375519026,1.378487353,1.374865465,1.380151095,1.375331765,1.376012083,1.390628832
215,1.375519026,1.378487353,1.376423514,1.380151095,1.375331765,1.376012083,1.390628832
216,1.375519026,1.378487353,1.376423514,1.380151095,1.37937046,1.376012083,1.390628832
217,1.378294838,1.378487353,1.376423514,1.380151095,1.37937046,1.376012083,1.390628832
218,1.378294838,1.378487353,1.376423514,1.380151095,1.37937046,1.380358125,1.390628832
219,1.378294838,1.378487353,1.37789163,1.380151095,1.37937046,1.380358125,1.390628832
220,1.378294838,1.378487353,1.379359017,1.380151095,1.37937046,1.380358125,1.390628832
221,1.380365562,1.378487353,1.379359017,1.380151095,1.37937046,1.380358125,1.390628832
222,1.380365562,1.427299569,1.379359017,1.380151095,1.37937046,1.380358125,1.390628832
223,1.380365562,1.427299569,1.380707439,1.380151095,1.37937046,1.380358125,1.390628832
224,1.380365562,1.427299569,1.380707439,1.380151095,1.382730477,1.380358125,1.390628832
225,1.380365562,1.427299569,1.380707439,1.384491319,1.382730477,1.380358125,1.390628832
226,1.380365562,1.427299569,1.380707439,1.384491319,1.382730477,1.390549423,1.390628832
227,1.383070403,1.427299569,1.380707439,1.384491319,1.382730477,1.390549423,1.390628832
228,1.383070403,1.427299569,1.382057738,1.384491319,1.382730477,1.390549423,1.390628832
229,1.383070403,1.427299569,1.384516617,1.384491319,1.382730477,1.390549423,1.390628832
230,1.383070403,1.427299569,1.384516617,1.384491319,1.386624223,1.390549423,1.390628832
231,1.385709493,1.427299569,1.384516617,1.384491319,1.386624223,1.390549423,1.390628832
232,1.385709493,1.427299569,1.384516617,1.388873628,1.386624223,1.390549423,1.390628832
233,1.385709493,1.427299569,1.386506451,1.388873628,1.386624223,1.390549423,1.390628832
234,1.388306121,1.427299569,1.386506451,1.388873628,1.386624223,1.390549423,1.390628832
235,1.388306121,1.427299569,1.387723533,1.388873628,1.386624223,1.390549423,1.390628832
236,1.388306121,1.427299569,1.387723533,1.388873628,1.389888834,1.390549423,1.390628832
237,1.388306121,1.427299569,1.388580371,1.388873628,1.389888834,1.390549423,1.390628832
238,1.391647579,1.427299569,1.388580371,1.388873628,1.389888834,1.390549423,1.390628832
239,1.391647579,1.427299569,1.389812213,1.388873628,1.389888834,1.390549423,1.390628832
240,1.391647579,1.427299569,1.389812213,1.396766418,1.389888834,1.390549423,1.390628832
241,1.391647579,1.427299569,1.390629203,1.396766418,1.389888834,1.390549423,1.390628832
242,1.391647579,1.427299569,1.390629203,1.396766418,1.393186158,1.390549423,1.390628832
243,1.391647579,1.427299569,1.390629203,1.396766418,1.393186158,1.396920221,1.390628832
244,1.391647579,1.427299569,1.390629203,1.396766418,1.393186158,1.396920221,1.38470099
245,1.391647579,1.427299569,1.390629203,1.396766418,1.393186158,1.396920221,1.390481538
246,1.391647579,1.427299569,1.390629203,1.396766418,1.393186158,1.396920221,1.397817443
247,1.391647579,1.427299569,1.392872052,1.396766418,1.393186158,1.396920221,1.397817443
248,1.39415576,1.427299569,1.392872052,1.396766418,1.393186158,1.396920221,1.397817443
249,1.39415576,1.427299569,1.393974432,1.396766418,1.393186158,1.396920221,1.397817443
250,1.39415576,1.427299569,1.393974432,1.396766418,1.397336158,1.396920221,1.397817443
251,1.39415576,1.427299569,1.39798058,1.396766418,1.397336158,1.396920221,1.397817443
252,1.396655467,1.427299569,1.39798058,1.396766418,1.397336158,1.396920221,1.397817443
253,1.398878193,1.427299569,1.39798058,1.396766418,1.397336158,1.396920221,1.397817443
254,1.398878193,1.427299569,1.39798058,1.401526842,1.397336158,1.396920221,1.397817443
255,1.398878193,1.427299569,1.39798058,1.401526842,1.397336158,1.399563298,1.397817443
256,1.398878193,1.427299569,1.39798058,1.401526842,1.40040775,1.399563298,1.397817443
257,1.398878193,1.427299569,1.39798058,1.401526842,1.40040775,1.399563298,1.407162724
258,1.398878193,1.427299569,1.398842345,1.401526842,1.40040775,1.399563298,1.407162724
259,1.398878193,1.427299569,1.399754422,1.401526842,1.40040775,1.399563298,1.407162724
260,1.401407938,1.427299569,1.399754422,1.401526842,1.40040775,1.399563298,1.407162724
261,1.401407938,1.427299569,1.399754422,1.401526842,1.40040775,1.404430418,1.407162724
262,1.401407938,1.427299569,1.401520252,1.401526842,1.40040775,1.404430418,1.407162724
263,1.401407938,1.427299569,1.401520252,1.401526842,1.403351139,1.404430418,1.407162724
264,1.403859932,1.427299569,1.401520252,1.401526842,1.403351139,1.404430418,1.407162724
265,1.403859932,1.427299569,1.403817644,1.401526842,1.403351139,1.404430418,1.407162724
266,1.403859932,1.427299569,1.403817644,1.396699665,1.403351139,1.404430418,1.407162724
267,1.403859932,1.427299569,1.403817644,1.400541726,1.403351139,1.404430418,1.407162724
268,1.403859932,1.427299569,1.403817644,1.40384717,1.403351139,1.404430418,1.407162724
269,1.403859932,1.427299569,1.403817644,1.40384717,1.406168412,1.404430418,1.407162724
270,1.403859932,1.427299569,1.404380123,1.40384717,1.406168412,1.404430418,1.407162724
271,1.403859932,1.427299569,1.404380123,1.407312677,1.406168412,1.404430418,1.407162724
272,1.405810669,1.427299569,1.404380123,1.407312677,1.406168412,1.404430418,1.407162724
273,1.405810669,1.427299569,1.405176091,1.407312677,1.406168412,1.404430418,1.407162724
274,1.405810669,1.427299569,1.405176091,1.407312677,1.406168412,1.40920227,1.407162724
275,1.405810669,1.427299569,1.404985124,1.407312677,1.406168412,1.40920227,1.407162724
276,1.405810669,1.427299569,1.405723326,1.407312677,1.406168412,1.40920227,1.407162724
277,1.405810669,1.427299569,1.406424239,1.407312677,1.406168412,1.40920227,1.407162724
278,1.408233046,1.427299569,1.406424239,1.407312677,1.406168412,1.40920227,1.407162724
279,1.408233046,1.427299569,1.406424239,1.407312677,1.408999671,1.40920227,1.407162724
280,1.408233046,1.427299569,1.406469835,1.407312677,1.408999671,1.40920227,1.407162724
281,1.408233046,1.427299569,1.407057372,1.407312677,1.408999671,1.40920227,1.407162724
282,1.408233046,1.427299569,1.407504359,1.407312677,1.408999671,1.40920227,1.407162724
283,1.408233046,1.427299569,1.407504359,1.407312677,1.408999671,1.40920227,1.408784978
